personnel_id,first_name,last_name,dob,gender,address,city,state,postcode,current_base
86-5899340,Enid,Osborn,13/11/1988,F,9 Esch Trail,Launceston,Tasmania,7904,Holsworthy Barracks
86-7328475,Ag,Moncreiffe,05/12/1989,F,6 Northridge Trail,Melbourne,Victoria,8383,Watsonia Barracks
86-7360760,Gabbi,Bortolotti,27/09/1988,F,286 Moulton Plaza,Sydney,New South Wales,1009,Irwin Barracks
87-2407439,Renaud,Quickenden,13/02/1977,M,453 Northridge Plaza,Sydney,New South Wales,1130,Irwin Barracks
87-2547822,Delano,Djorvic,17/06/1983,M,8044 Haas Trail,Melbourne,Victoria,8045,Townsville Field Training Area
87-2708254,Arabela,Gumery,02/11/1984,F,2 Merchant Drive,Sydney,New South Wales,1109,Majura Training Area
87-3405924,Hal,Messent,05/07/1973,M,759 Miller Plaza,Sydney,New South Wales,1206,RAAF Base Edinburgh
87-3771960,Josepha,Rassmann,24/01/1986,F,5 Fulton Parkway,Adelaide Mail Centre,South Australia,5869,Lavarack Barracks
87-5034234,Claudetta,Gaylord,08/05/1979,F,6691 Holmberg Center,Sydney,New South Wales,1206,RAAF Base Pearce (Pilot Training)
87-5919228,Almeria,Laurisch,10/08/1979,F,717 Raven Alley,Launceston,Tasmania,7916,HMAS Cerberus (Training Establishment)
87-7193017,Maynord,Privett,30/06/1985,M,5838 2nd Street,Sydney,New South Wales,1043,RAAF Base Tindal
87-7525846,Carce,Laslett,07/01/1972,M,260 Debra Circle,Sydney,New South Wales,1134,Victoria Barracks (Melbourne)
87-7980267,Osmund,Feasby,09/04/1978,M,8 Hallows Terrace,Adelaide Mail Centre,South Australia,5874,HMAS Albatross
87-8265396,Edith,Emblen,16/01/1985,F,81216 Little Fleur Plaza,Hobart,Tasmania,7803,Victoria Barracks (Sydney)
87-8704503,Riva,Martinello,09/08/1980,F,974 Straubel Trail,Eastern Suburbs Mc,New South Wales,1315,RAAF Base East Sale (Air Training College)
87-9324314,Curtice,Aviss,26/06/1982,M,3 Hooker Street,Sydney South,New South Wales,1235,Joint Warfare Training Centre
88-0680858,Nataline,Lourenco,08/05/1977,F,19 Jenna Circle,Sydney,New South Wales,1130,RAAF Base Pearce (Pilot Training)
88-0904686,Kori,Johnstone,01/05/1971,F,1815 Lyons Terrace,Sydney,New South Wales,1191,Mount Bundey Training Area
88-1692843,Ted,Samweyes,04/08/1982,M,4014 Cordelia Parkway,Sydney,New South Wales,1109,Gallipoli Barracks
88-3775333,Gearard,Babcock,05/10/1985,M,05023 Darwin Point,Hobart,Tasmania,7803,Jervis Bay (Navy College)
88-4332175,Flossy,Astlett,28/07/1973,F,3334 Hooker Point,Adelaide Mail Centre,South Australia,5874,Lone Pine Barracks (School of Infantry)
88-5024384,Rosabel,Kupper,02/10/1980,F,722 Bartelt Place,Sydney,New South Wales,1028,HMAS Waterhen
88-6053614,Webb,Mordanti,09/03/1971,M,51171 8th Avenue,Sydney South,New South Wales,1235,Joint Warfare Training Centre
88-7992294,Karlie,McPeice,09/01/1985,F,129 Westport Crossing,Sydney South,New South Wales,1235,Jungle Training Wing
88-8632255,Silvio,Curtis,14/06/1973,M,74497 Mesta Terrace,Sydney,New South Wales,1028,RAAF Woomera
88-8923347,Abbie,Myford,26/05/1981,F,2 Roth Point,Perth,Western Australia,6843,HMAS Kuttabul (Fleet Base East)
88-9030625,Neil,Clews,14/01/1972,M,775 Sutteridge Circle,Sydney,New South Wales,1171,Victoria Barracks (Sydney)
88-9393296,Kristopher,Iacobassi,05/06/1988,M,89500 Burrows Parkway,Sydney,New South Wales,1033,HMAS Albatross
89-0211246,Willette,Ledward,29/07/1973,F,50838 Lunder Parkway,Sydney,New South Wales,1191,RAAF Curtin
89-1238682,Chloette,De la Perrelle,23/09/1981,F,6 Fieldstone Hill,Sydney,New South Wales,1130,Gallipoli Barracks
89-1334576,Yvon,Dybald,16/11/1975,M,04221 Di Loreto Lane,Sydney,New South Wales,1043,RAAF Base Richmond
89-2343060,Ty,Grioli,09/03/1973,M,3370 Moose Point,Melbourne,Victoria,8383,HMAS Coonawarra
89-2360262,Judd,Belliard,18/12/1978,M,1 Pierstorff Way,Adelaide Mail Centre,South Australia,5899,RAAF Base Edinburgh
89-4258411,Felicdad,Raggatt,12/04/1976,F,15 Scofield Crossing,Sydney,New South Wales,1171,RAAF Base Wagga
89-4667193,Ginelle,Beddie,02/10/1980,F,9494 Loomis Place,Sydney,New South Wales,1130,Irwin Barracks
89-6954193,Melvin,Koschke,08/01/1989,M,3043 Northfield Hill,Sydney,New South Wales,1171,Lavarack Barracks
89-8563786,Barbey,Caplen,03/07/1979,F,1 Oriole Avenue,Sydney,New South Wales,1206,RAAF Base Pearce (Pilot Training)
90-0364332,Irwin,Muzzall,19/12/1982,M,72619 Memorial Pass,Hobart,Tasmania,7803,Swanbourne Barracks (SAS Regiment)
90-3081508,Ilaire,Ivankovic,21/10/1987,M,781 Talmadge Circle,Melbourne,Victoria,8045,Blamey Barracks (Army Recruit Training Centre)
90-3389736,Merrie,Braban,03/07/1984,F,81639 Merrick Junction,Sydney,New South Wales,1120,Robertson Barracks
90-4251319,Wolfy,Bonney,31/10/1975,M,05538 Elgar Place,Brisbane,Queensland,9010,Joint Warfare Training Centre
90-4409889,Herminia,Mochar,01/03/1979,F,5352 Vermont Alley,Australia Square,New South Wales,1213,Mount Bundey Training Area
90-5347623,Allissa,Sloss,11/02/1975,F,75131 Marquette Trail,Sydney,New South Wales,1181,RAAF Scherger
90-5739712,Daveen,Van Bruggen,27/07/1974,F,5869 Spenser Point,Sydney South,New South Wales,1235,RAAF Base Amberley
90-7077960,Debor,Hay,02/09/1976,F,93256 Logan Hill,Sydney,New South Wales,1206,Blamey Barracks (Army Recruit Training Centre)
91-1309160,Haven,Gaven,08/10/1982,M,799 Cambridge Trail,Sydney,New South Wales,1009,RAAF Base East Sale (Air Training College)
91-1880023,Davy,Jepps,15/01/1986,M,2392 Heffernan Center,Sydney,New South Wales,1009,RAAF Base Williamtown
91-2371927,Shurlocke,Rudyard,05/01/1987,M,51 Independence Hill,Eastern Suburbs Mc,New South Wales,1315,Puckapunyal Military Area (Training)
91-2444697,Rosetta,Merioth,13/06/1974,F,0926 Porter Pass,Sydney,New South Wales,1130,RAAF Base Amberley
91-3276008,Teddy,Crusham,01/03/1988,M,37 Ilene Crossing,Sydney,New South Wales,1130,Kokoda Barracks (Land Warfare Centre)
91-4169690,Murray,Radden,24/07/1970,M,76 Morrow Terrace,Perth,Western Australia,6843,RAAF Base Edinburgh
91-5550151,Mil,Arboin,27/09/1983,F,8508 Mandrake Park,Sydney,New South Wales,1181,Holsworthy Barracks
91-8518210,Shayna,Nasi,27/07/1977,F,5385 Shelley Lane,Launceston,Tasmania,7904,Woodside Barracks
91-9580438,Kaja,Masden,08/12/1970,F,440 Trailsway Pass,Australia Square,New South Wales,1213,Lavarack Barracks
92-0809361,Gerrie,Silversmid,22/05/1984,F,33427 Eagan Trail,Perth,Western Australia,6843,Shoalwater Bay Training Area
92-1025073,Dominic,Norster,03/12/1981,M,63320 Thierer Circle,Adelaide Mail Centre,South Australia,5869,HMAS Cerberus (Training Establishment)
92-1856861,Lydon,Brik,05/04/1982,M,86203 Del Sol Center,Perth,Western Australia,6817,RAAF Base Amberley
92-2728635,Darin,Reagan,27/09/1982,M,66659 Fulton Plaza,Adelaide Mail Centre,South Australia,5869,RAAF Base Pearce (Pilot Training)
92-3026805,Rivy,Coonihan,10/05/1979,F,4672 Oriole Drive,Sydney,New South Wales,1206,Puckapunyal Military Area (Training)
92-3291242,Vally,Aldhouse,16/06/1981,F,1 Granby Street,Hobart,Tasmania,7808,HMAS Cerberus (Training Establishment)
92-5709806,Cariotta,Cornelis,18/11/1976,F,68 Scott Pass,Hobart,Tasmania,7803,HMAS Cerberus (Training Establishment)
92-6031972,Marty,McCord,05/12/1980,M,83 Del Sol Circle,Adelaide Mail Centre,South Australia,5889,RAAF Base Williamtown
92-7328382,Liz,Durnill,17/07/1982,F,724 Kensington Circle,Sydney,New South Wales,1191,Holsworthy Barracks
92-8342239,Kathryne,Eouzan,11/06/1987,F,6 Namekagon Trail,Sydney,New South Wales,1161,RAAF Base Williamtown
92-8510362,Georgi,Abrahmson,26/04/1970,M,630 Dryden Crossing,Sydney,New South Wales,1171,Lone Pine Barracks (School of Infantry)
93-0621251,Patrice,Stangroom,13/08/1970,F,76859 Northwestern Crossing,Sydney,New South Wales,1181,HMAS Coonawarra
93-1863849,Barny,Stitfall,06/01/1974,M,20781 Steensland Terrace,Brisbane,Queensland,9010,Shoalwater Bay Training Area
93-1944895,Elberta,Spurr,15/09/1971,F,0 Alpine Center,Sydney,New South Wales,1120,Victoria Barracks (Sydney)
93-2225857,Diena,Van Der Weedenburg,24/04/1971,F,216 American Ash Drive,Adelaide Mail Centre,South Australia,5874,Irwin Barracks
93-3131785,Nissy,Kembley,02/11/1976,F,60 Morningstar Avenue,Strawberry Hills,New South Wales,1424,HMAS Cairns
93-4318825,Eada,Rains,01/03/1973,F,7448 Monterey Point,Sydney,New South Wales,1028,RAAF Curtin
93-5225247,Rubin,Redsall,25/10/1989,M,16 Granby Drive,Adelaide Mail Centre,South Australia,5889,Garden Island (Fleet Base East)
93-5707108,Charlot,Littlefair,07/12/1971,F,34 Vernon Street,Adelaide Mail Centre,South Australia,5889,Garden Island (Fleet Base East)
93-6142528,Val,Kinnard,21/11/1986,F,168 Lighthouse Bay Circle,Sydney,New South Wales,1181,Jungle Training Wing
93-6344337,Noach,Simonett,12/04/1974,M,4460 Drewry Hill,Sydney,New South Wales,1043,Townsville Field Training Area
93-6767603,Lyell,Skocroft,14/06/1973,M,1 4th Crossing,Eastern Suburbs Mc,New South Wales,1325,RAAF Base Richmond
93-7343269,Wylma,Emlen,19/02/1970,F,815 Portage Way,Perth,Western Australia,6817,Kokoda Barracks (Land Warfare Centre)
93-8686972,Kinsley,Chick,31/01/1975,M,6169 Farmco Terrace,Sydney,New South Wales,1191,Shoalwater Bay Training Area
93-9540666,Gilberte,Robillard,05/05/1987,F,9 Park Meadow Court,Adelaide Mail Centre,South Australia,5889,RAAF Base Pearce (Pilot Training)
94-0787105,Hunt,Pickavant,03/01/1977,M,210 Gina Parkway,Hobart,Tasmania,7808,RAAF Base Pearce (Pilot Training)
94-1404649,Ingunna,OMeara,17/05/1975,F,258 Sommers Way,Sydney,New South Wales,1196,Garden Island (Fleet Base East)
94-1699715,Zorina,Ullett,11/05/1981,F,7 Hintze Hill,Sydney,New South Wales,1120,Victoria Barracks (Melbourne)
94-2109547,Eugenia,Walbrun,12/06/1986,F,36 School Place,Sydney,New South Wales,1134,HMAS Waterhen
94-2491476,Melicent,Sirman,27/11/1987,F,7780 Declaration Hill,Sydney,New South Wales,1206,RAAF Base Richmond
94-4172376,Georgeta,Sparham,26/02/1984,F,045 Forest Run Circle,Sydney,New South Wales,1140,RAAF Scherger
94-5698589,Shepperd,Fist,30/08/1981,M,4365 Thompson Road,Eastern Suburbs Mc,New South Wales,1391,RAAF Base Amberley
94-6150059,Griz,Denisovo,03/07/1984,M,904 Declaration Park,Strawberry Hills,New South Wales,1424,RAAF Base Pearce (Pilot Training)
94-6694254,Sherwood,Brislane,26/03/1987,M,74743 Almo Road,Sydney,New South Wales,1171,Victoria Barracks (Melbourne)
94-7721767,Lilian,Son,28/10/1989,F,375 Forest Dale Center,Hobart,Tasmania,7803,HMAS Cerberus (Training Establishment)
94-8778376,Melisenda,Penelli,14/11/1981,F,59 Everett Trail,Sydney,New South Wales,1043,Blamey Barracks (Army Recruit Training Centre)
95-0401811,Vallie,Giff,15/08/1975,F,8587 Trailsway Place,Australia Square,New South Wales,1213,Shoalwater Bay Training Area
95-0647151,Chalmers,Errey,24/12/1974,M,28 Heath Parkway,Sydney,New South Wales,1120,HMAS Cerberus (Training Establishment)
95-0930933,Gratiana,Van de Castele,11/09/1975,F,03 Mallard Lane,Sydney,New South Wales,1191,RAAF Learmonth
95-1727415,Tito,Sabey,30/09/1989,M,5083 Buhler Drive,Eastern Suburbs Mc,New South Wales,1315,Shoalwater Bay Training Area
95-4542421,Lyndsay,Craisford,17/02/1988,F,1780 Porter Drive,Sydney,New South Wales,1206,Jervis Bay (Navy College)
95-7625228,Cord,Labadini,16/11/1983,M,0 Lighthouse Bay Parkway,Sydney,New South Wales,1134,Lavarack Barracks
96-0580288,Reuben,Frearson,04/08/1980,M,6 Hauk Crossing,Sydney South,New South Wales,1235,RAAF Base Darwin
96-1993164,Franchot,Steinhammer,10/09/1986,M,649 Erie Circle,Sydney,New South Wales,1134,HMAS Albatross
96-3614464,Taryn,Farrant,13/01/1982,F,2 La Follette Drive,Hobart,Tasmania,7803,HMAS Coonawarra
96-4932290,Alva,Waddam,17/06/1984,M,6212 Monterey Court,Sydney,New South Wales,1120,Mount Bundey Training Area
96-7201464,Rosanne,McKechnie,17/12/1979,F,994 Brown Park,Sydney,New South Wales,1130,RAAF Base Darwin
96-8860931,Ryon,Ridehalgh,31/07/1977,M,81 Gerald Pass,Eastern Suburbs Mc,New South Wales,1315,HMAS Kuttabul (Fleet Base East)
96-9275766,Cayla,Geillier,14/02/1978,F,8914 Elka Center,Adelaide Mail Centre,South Australia,5889,HMAS Waterhen
97-1922063,Kendrick,Gourley,15/05/1970,M,8 Westerfield Avenue,Perth,Western Australia,6843,Woodside Barracks
97-3299940,Korrie,Loosely,29/10/1983,F,107 Oak Place,Eastern Suburbs Mc,New South Wales,1391,Robertson Barracks
97-3366835,Brian,Stronough,26/01/1989,M,4369 Independence Way,Adelaide Mail Centre,South Australia,5869,HMAS Albatross
97-4028902,Leia,Maddin,02/06/1982,F,86 Bowman Street,Adelaide Mail Centre,South Australia,5899,RAAF Base East Sale (Air Training College)
97-4898634,Tomi,Oldknowe,28/07/1986,F,4 Maywood Alley,Sydney South,New South Wales,1235,Gallipoli Barracks
97-5420854,Pincus,Mawford,11/09/1980,M,2 Butterfield Place,Sydney,New South Wales,1028,Joint Warfare Training Centre
97-6829631,Frazier,Whitechurch,26/08/1978,M,66419 Sycamore Place,Sydney,New South Wales,1043,HMAS Cerberus (Training Establishment)
97-7189301,Justus,Chomley,16/11/1979,M,7 Dryden Street,Sydney,New South Wales,1120,Gallipoli Barracks
97-9344598,Lorant,Heynen,15/02/1978,M,95 Boyd Way,Sydney,New South Wales,1171,HMAS Waterhen
97-9510852,Brewer,Kincaid,18/05/1982,M,62 Miller Terrace,Strawberry Hills,New South Wales,1424,RAAF Learmonth
98-0340480,Sly,Hillin,06/06/1982,M,3638 Ronald Regan Road,Sydney,New South Wales,1028,Irwin Barracks
98-1526598,Austin,Daverin,23/02/1981,M,2 Nova Plaza,Sydney,New South Wales,1140,RAAF Base Darwin
98-2384604,Micki,Kinsett,12/04/1984,F,16 Hooker Point,Adelaide Mail Centre,South Australia,5899,HMAS Cairns
98-3529131,Hildagarde,Driver,09/05/1989,F,640 Butterfield Drive,Sydney,New South Wales,1009,Robertson Barracks
98-3797615,Pippo,Westbrook,06/01/1986,M,60 Northport Junction,Adelaide Mail Centre,South Australia,5869,RAAF Base Darwin
98-8865329,Phillida,Le Galle,23/04/1981,F,90 Steensland Avenue,Sydney,New South Wales,1196,RAAF Woomera
99-0367146,Judd,Leipnik,19/03/1973,M,5960 Declaration Trail,Perth,Western Australia,6817,RAAF Base Wagga
99-1085544,Meta,Dingate,23/04/1975,F,6 Pankratz Center,Hobart,Tasmania,7808,Swanbourne Barracks (SAS Regiment)
99-1670063,Parsifal,Hollingsby,23/01/1989,M,31 Elmside Crossing,Eastern Suburbs Mc,New South Wales,1391,HMAS Harman
99-2169331,Rosemonde,Geldeford,29/06/1982,F,7840 Beilfuss Pass,Sydney,New South Wales,1134,Victoria Barracks (Melbourne)
99-2690295,Genna,De la Yglesia,12/05/1973,F,64 Dakota Avenue,Sydney,New South Wales,1196,Watsonia Barracks
99-3118684,Terrance,Cunniffe,18/02/1974,M,654 Bay Street,Sydney,New South Wales,1196,RAAF Base Darwin
99-3368700,Annie,Hubane,08/10/1972,F,7 Orin Court,Sydney,New South Wales,1009,Jungle Training Wing
99-5082803,Pammy,Loveard,05/10/1988,F,011 Clyde Gallagher Junction,Perth,Western Australia,6843,Blamey Barracks (Army Recruit Training Centre)
99-6006776,Brier,Fraschetti,24/09/1973,F,431 Oxford Parkway,Sydney,New South Wales,1161,RAAF Woomera
99-6163623,Bamby,Corrin,24/09/1988,F,89 Sherman Court,Adelaide Mail Centre,South Australia,5874,Lavarack Barracks
99-6519064,Reg,Frowd,11/11/1984,M,35347 Blaine Crossing,Sydney,New South Wales,1206,Watsonia Barracks
99-7129768,Allissa,Saffer,21/08/1982,F,3053 Shasta Hill,Sydney,New South Wales,1134,RAAF Scherger
99-0000001,Nikita,Scardefield,03/03/1983,M,9 Manley Plaza,Sydney,New South Wales,1028,Woodside Barracks
99-0000002,Omar,Ruzic,04/12/1982,M,22116 Arkansas Circle,Melbourne,Victoria,8383,Woodside Barracks
99-0000003,Mavra,Whisson,13/03/1984,F,165 Susan Circle,Australia Square,New South Wales,1213,Woodside Barracks
99-0000004,Jasper,Colbourn,31/03/1974,M,6762 Eastlawn Pass,Hobart,Tasmania,7803,Woodside Barracks
99-0000005,Brenden,Silveston,28/03/1979,M,6 Merry Crossing,Hobart,Tasmania,7803,Woodside Barracks
99-0000006,Mahala,Doherty,10/12/1982,F,8665 Scoville Terrace,Perth,Western Australia,6843,Woodside Barracks
99-0000007,Worthy,Hulcoop,10/08/1981,M,0248 Westerfield Circle,Sydney,New South Wales,1196,Woodside Barracks
99-0000008,Murray,Rawlin,30/08/1973,M,637 Mosinee Circle,Sydney,New South Wales,1028,Woodside Barracks
99-0000009,Rafaello,Sutlieff,03/11/1975,M,16248 Golden Leaf Court,Sydney South,New South Wales,1235,Woodside Barracks
99-0000010,Killie,Gaddes,25/02/1971,M,6 Basil Center,Sydney,New South Wales,1043,Woodside Barracks
99-0000011,Noam,Beachamp,23/08/1980,M,7 Butternut Circle,Hobart,Tasmania,7808,Woodside Barracks
99-0000012,Neal,Greig,27/09/1984,M,30105 Westport Center,Hobart,Tasmania,7808,Woodside Barracks
99-0000013,Estrellita,Pray,07/11/1973,F,10200 Moulton Park,Launceston,Tasmania,7916,Woodside Barracks
99-0000014,Corissa,Goulborne,11/05/1973,F,7 Holmberg Plaza,Launceston,Tasmania,7916,Woodside Barracks
99-0000015,Dudley,Edleston,21/07/1988,M,70 Derek Trail,Sydney,New South Wales,1161,Woodside Barracks
99-0000016,Rossie,Sawl,10/04/1971,M,877 Butterfield Circle,Adelaide Mail Centre,South Australia,5874,Woodside Barracks
99-0000017,Honey,Doul,18/08/1987,F,27 Rockefeller Court,Sydney,New South Wales,1171,Woodside Barracks
99-0000018,Bathsheba,Gerhold,09/06/1974,F,2 Morrow Trail,Eastern Suburbs Mc,New South Wales,1325,Woodside Barracks
99-0000019,Sherwood,Duker,23/10/1986,M,31947 Melby Plaza,Perth,Western Australia,6817,Woodside Barracks
99-0000020,Gannon,OShiel,24/03/1970,M,135 Springview Terrace,Sydney,New South Wales,1161,Woodside Barracks
99-0000080,Ange,Peat,02/05/1980,M,05023 Darwin Point,Sydney,New South Wales,1033,Lavarack Barracks
99-0000081,Wendy,Yitzhakov,28/06/1976,F,3334 Hooker Point,Sydney,New South Wales,1134,Lavarack Barracks
99-0000082,Simone,Spata,09/08/1985,F,722 Bartelt Place,Sydney,New South Wales,1206,Lavarack Barracks
99-0000083,Lynnelle,Pentland,07/03/1982,F,51171 8th Avenue,Launceston,Tasmania,7916,Lavarack Barracks
99-0000084,Harp,Elkin,16/12/1989,M,129 Westport Crossing,Adelaide Mail Centre,South Australia,5889,Lavarack Barracks
99-0000085,Ody,Caldayrou,30/06/1978,M,74497 Mesta Terrace,Melbourne,Victoria,8383,Lavarack Barracks
99-0000086,Leonardo,Ambler,12/01/1972,M,2 Roth Point,Eastern Suburbs Mc,New South Wales,1391,Lavarack Barracks
99-0000087,Dalia,Squirrell,24/12/1973,F,775 Sutteridge Circle,Adelaide Mail Centre,South Australia,5869,Lavarack Barracks
99-0000088,Maude,Horwell,23/02/1979,F,89500 Burrows Parkway,Eastern Suburbs Mc,New South Wales,1325,Lavarack Barracks
99-0000089,Hunt,Pavier,02/07/1983,M,50838 Lunder Parkway,Sydney,New South Wales,1171,Lavarack Barracks
99-0000090,Petronille,Alcoran,20/05/1978,F,6 Fieldstone Hill,Sydney,New South Wales,1171,Lavarack Barracks
99-0000091,Salomon,Saben,16/06/1973,M,04221 Di Loreto Lane,Adelaide Mail Centre,South Australia,5869,Lavarack Barracks
99-0000092,Marjy,Girardengo,06/01/1985,F,3370 Moose Point,Strawberry Hills,New South Wales,1424,Lavarack Barracks
99-0000093,Agneta,Gilardi,28/10/1984,F,1 Pierstorff Way,Hobart,Tasmania,7803,Lavarack Barracks
99-0000094,Eduino,Mayger,30/04/1970,M,15 Scofield Crossing,Perth,Western Australia,6817,Lavarack Barracks
99-0000095,Charles,Marquess,24/12/1984,M,9494 Loomis Place,Sydney,New South Wales,1033,Lavarack Barracks
99-0000096,Yelena,Ordidge,15/11/1982,F,3043 Northfield Hill,Launceston,Tasmania,7904,Lavarack Barracks
99-0000097,Blisse,Quiddington,03/05/1977,F,1 Oriole Avenue,Sydney,New South Wales,1196,Lavarack Barracks
99-0000098,Gilbertina,Goosnell,27/05/1983,F,72619 Memorial Pass,Eastern Suburbs Mc,New South Wales,1315,Lavarack Barracks
99-0000099,Briant,Gatherer,10/04/1989,M,781 Talmadge Circle,Sydney,New South Wales,1134,Lavarack Barracks
